%Time [yyyymmddHHMM]	Hs [m]	Tp [s]	Dir [deg]
200604050100	2.18	6.10	338.00
200604050200	2.41	6.20	340.00
200604050300	2.24	5.80	328.00
200604050400	2.38	6.40	337.00
200604050500	2.33	6.50	340.00
200604050600	2.53	6.60	342.00
200604050700	2.38	6.20	342.00
200604050800	2.16	6.00	341.00
200604050900	2.24	5.90	340.00
200604051000	2.13	6.10	344.00
200604051100	2.06	5.90	343.00
200604051200	1.95	5.50	343.00
200604051300	1.77	5.30	340.00
200604051400	1.72	5.26	338.00
200604051500	1.59	5.30	338.00
200604051600	1.53	5.30	340.00
200604051700	1.62	5.50	336.00
200604051800	1.54	5.50	338.00
200604051900	1.53	5.40	337.00
200604052000	1.46	5.10	338.00
200604052100	1.49	5.20	340.00
200604052200	1.57	5.50	341.00
200604052300	1.46	5.40	338.00
200604060000	1.48	5.40	338.00
200604060100	1.28	5.10	339.00
200604060200	1.27	5.00	338.00
200604060300	1.20	4.40	323.00
200604060400	1.12	4.50	318.00
200604060500	1.25	4.70	312.00
200604060600	1.32	4.80	310.00
200604060700	1.24	4.70	313.00
200604060800	1.27	4.60	314.00
200604060900	1.34	4.60	320.00
200604061000	1.32	4.40	307.00
200604061100	1.33	4.20	288.00
200604061200	1.27	4.20	286.00
200604061300	1.37	4.30	287.00
200604061400	1.46	4.30	276.00
200604061500	1.47	4.30	268.00
200604061600	1.52	4.60	272.00
200604061700	1.77	4.80	260.00
200604061800	1.58	4.60	253.00
200604061900	1.69	4.70	243.00
200604062000	1.75	4.70	251.00
200604062100	1.80	4.60	244.00
200604062200	1.75	4.50	242.00
200604062300	1.46	4.40	249.00
200604070000	1.52	4.50	243.00
200604070100	1.26	4.30	236.00
200604070200	1.30	4.40	240.00
200604070300	1.24	4.40	242.00
200604070400	1.24	4.60	244.00
200604070500	1.15	4.60	242.00
200604070600	1.12	4.40	247.00
200604070700	1.19	4.50	257.00
200604070800	1.26	4.60	268.00
200604070900	1.22	4.30	275.00
200604071000	1.23	4.30	281.00
200604071100	1.26	4.40	285.00
200604071200	1.09	4.40	287.00
200604071300	1.11	4.40	287.00
200604071400	1.09	4.30	287.00
200604071500	1.10	4.20	287.00
200604071600	1.17	4.30	290.00
200604071700	1.11	4.30	282.00
200604071800	1.14	4.50	289.00
200604071900	1.12	4.60	291.00
200604072000	1.22	4.60	286.00
200604072100	1.29	4.60	278.00
200604072200	1.45	4.60	274.00
200604072300	1.51	4.70	279.00
200604080000	1.54	4.40	261.00
200604080100	1.46	4.10	248.00
200604080200	1.84	4.30	234.00
200604080300	1.77	4.40	228.00
200604080400	1.90	4.80	227.00
200604080500	1.92	4.60	220.00
200604080600	2.02	5.00	227.00
200604080700	2.03	5.20	222.00
200604080800	2.25	5.30	226.00
200604080900	2.36	5.40	228.00
200604081000	2.32	5.20	226.00
200604081100	2.08	5.00	231.00
200604081200	1.94	4.90	234.00
200604081300	1.91	4.80	238.00
200604081400	1.77	4.70	244.00
200604081500	1.73	4.80	243.00
200604081600	1.57	4.60	247.00
200604081700	1.48	4.60	253.00
200604081800	1.45	4.60	251.00
200604081900	1.40	4.60	258.00
200604082000	1.42	4.60	264.00
200604082100	1.53	4.70	262.00
200604082200	1.59	4.70	251.00
200604082300	1.60	4.60	248.00
200604090000	1.62	4.50	272.00
200604090100	1.75	4.60	283.00
200604090200	2.10	4.90	285.00
200604090300	2.02	4.80	289.00
200604090400	1.93	4.90	291.00
200604090500	1.80	4.90	290.00
200604090600	1.64	4.80	282.00
200604090700	1.63	4.80	280.00
200604090800	1.54	4.70	274.00
200604090900	1.51	4.70	278.00
200604091000	1.49	4.70	278.00
200604091100	1.48	4.60	286.00
200604091200	1.38	4.50	287.00
200604091300	1.52	4.70	298.00
200604091400	1.58	4.70	307.00
200604091500	1.72	4.90	307.00
200604091600	1.59	5.10	322.00
200604091700	1.50	5.00	318.00
200604091800	1.57	5.30	322.00
200604091900	1.49	5.20	321.00
200604092000	1.55	5.30	320.00
200604092100	1.34	5.30	319.00
200604092200	1.30	5.20	320.00
200604092300	1.42	5.00	323.00
200604100000	1.49	5.20	318.00
200604100100	1.70	5.70	317.00
200604100200	1.89	6.10	330.00
200604100300	1.96	6.30	329.00
200604100400	1.80	6.10	338.00
200604100500	1.66	5.80	338.00
200604100600	1.52	5.50	341.00
200604100700	1.49	4.90	336.00
200604100800	1.55	5.00	335.00
200604100900	1.64	5.00	341.00
200604101000	1.54	4.90	331.00
200604101100	1.67	5.50	332.00
200604101200	1.46	5.50	335.00
200604101300	1.76	5.40	334.00
200604101400	1.85	5.80	340.00
200604101500	1.83	6.00	343.00
200604101600	1.72	5.70	335.00
200604101700	1.77	5.60	336.00
200604101800	1.59	5.20	332.00
200604101900	1.64	5.10	334.00
200604102000	1.50	4.80	338.00
200604102100	1.53	5.20	337.00
200604102200	1.57	5.50	335.00
200604102300	1.49	5.50	337.00
200604110000	1.53	5.60	336.00
200604110100	1.43	5.70	335.00
200604110200	1.47	5.80	332.00
200604110300	1.34	5.70	333.00
200604110400	1.47	5.80	333.00
200604110500	1.44	6.00	332.00
200604110600	1.16	5.20	336.00
200604110700	1.13	4.90	339.00
200604110800	1.10	4.60	328.00
200604110900	1.11	4.40	308.00
200604111000	1.11	4.50	294.00
200604111100	1.33	4.80	296.00
200604111200	1.34	4.60	272.00
200604111300	1.40	4.60	265.00
200604111400	1.58	4.30	253.00
200604111500	1.64	4.10	241.00
200604111600	1.70	4.20	234.00
200604111700	1.75	4.20	230.00
200604111800	2.12	4.50	226.00
200604111900	2.69	5.10	223.00
200604112000	3.07	5.70	220.00
200604112100	2.88	5.80	223.00
200604112200	3.11	6.30	226.00
200604112300	3.03	6.20	221.00
200604120000	2.59	5.90	222.00
200604120100	2.24	5.40	228.00
200604120200	2.18	5.10	230.00
200604120300	2.32	5.10	228.00
200604120400	1.92	4.90	231.00
200604120500	1.73	4.60	236.00
200604120600	1.68	4.70	242.00
200604120700	1.55	4.50	252.00
200604120800	1.34	4.20	260.00
200604120900	1.41	4.40	261.00
200604121000	1.37	4.50	265.00
200604121100	1.36	4.50	273.00
200604121200	1.25	4.30	268.00
200604121300	1.24	4.20	279.00
200604121400	1.26	4.30	278.00
200604121500	1.36	4.40	282.00
200604121600	1.21	4.30	283.00
200604121700	1.14	4.30	290.00
200604121800	1.00	4.30	291.00
200604121900	0.97	4.30	297.00
200604122000	0.91	4.30	292.00
200604122100	0.90	4.20	287.00
200604122200	0.85	4.10	274.00
200604122300	0.86	4.10	260.00
200604130000	0.92	4.00	252.00
200604130100	1.09	4.00	245.00
200604130200	1.15	4.00	232.00
200604130300	1.26	3.80	231.00
200604130400	1.40	3.90	240.00
200604130500	1.56	4.00	230.00
200604130600	1.48	4.10	237.00
200604130700	1.44	4.10	238.00
200604130800	1.47	4.20	233.00
200604130900	1.45	4.30	232.00
200604131000	1.55	4.60	233.00
200604131100	1.69	5.00	232.00
200604131200	1.47	4.70	236.00
200604131300	1.38	4.60	233.00
200604131400	1.67	4.70	229.00
200604131500	1.54	4.40	235.00
200604131600	1.42	4.10	236.00
200604131700	1.41	4.20	238.00
200604131800	1.23	4.20	231.00
200604131900	1.32	4.30	222.00
200604132000	1.37	4.40	220.00
200604132100	1.27	4.50	221.00
200604132200	1.39	5.00	225.00
200604132300	1.33	5.20	225.00
200604140000	1.04	4.60	235.00
200604140100	1.07	4.60	231.00
200604140200	1.11	4.50	241.00
200604140300	1.08	4.30	245.00
200604140400	1.12	4.10	262.00
200604140500	1.25	4.30	264.00
200604140600	1.29	4.30	269.00
200604140700	1.35	4.50	281.00
200604140800	1.36	4.60	281.00
200604140900	1.37	4.60	278.00
200604141000	1.34	4.60	279.00
200604141100	1.34	4.70	277.00
200604141200	1.29	4.80	279.00
200604141300	1.21	4.60	295.00
200604141400	1.27	4.90	296.00
200604141500	1.29	5.00	297.00
200604141600	1.40	5.10	308.00
200604141700	1.33	4.90	304.00
200604141800	1.40	4.90	302.00
200604141900	1.18	5.10	310.00
200604142000	1.06	4.70	309.00
200604142100	1.13	4.80	308.00
200604142200	0.95	4.70	308.00
200604142300	0.86	4.70	311.00
200604150000	0.84	4.80	313.00
200604150100	0.80	4.70	313.00
200604150200	0.84	4.80	314.00
200604150300	0.84	5.10	317.00
200604150400	0.90	5.10	320.00
200604150500	0.91	5.10	316.00
200604150600	0.87	4.60	309.00
200604150700	0.89	5.20	324.00
200604150800	0.75	5.10	319.00
200604150900	0.72	5.30	322.00
200604151000	0.67	4.90	330.00
200604151100	0.67	4.50	336.00
200604151200	0.72	4.60	338.00
200604151300	0.66	4.60	345.00
200604151400	0.69	4.50	348.00
200604151500	0.75	4.60	348.00
200604151600	0.86	4.90	335.00
200604151700	0.75	5.20	339.00
200604151800	0.80	4.90	335.00
200604151900	0.65	5.10	341.00
200604152000	0.54	4.80	338.00
200604152100	0.64	5.10	349.00
200604152200	0.68	5.40	346.00
200604152300	0.72	5.30	338.00
200604160000	0.71	5.10	338.00
200604160100	0.71	5.40	339.00
200604160200	0.74	5.60	341.00
200604160300	0.70	5.60	346.00
200604160400	0.66	5.90	341.00
200604160500	0.68	6.50	350.00
200604160600	0.65	5.60	344.00
200604160700	0.59	4.90	341.00
200604160800	0.54	4.70	346.00
200604160900	0.51	4.20	340.00
200604161000	0.61	3.90	329.00
200604161100	0.63	4.10	329.00
200604161200	0.62	3.90	318.00
200604161300	0.66	3.90	306.00
200604161400	0.69	4.10	313.00
200604161500	0.71	3.90	303.00
200604161600	0.68	4.00	311.00
200604161700	0.70	3.80	313.00
200604161800	0.68	3.90	308.00
200604161900	0.61	3.70	299.00
200604162000	0.58	3.90	306.00
200604162100	0.56	3.80	299.00
200604162200	0.53	3.80	293.00
200604162300	0.51	4.10	306.00
200604170000	0.47	3.80	303.00
200604170100	0.44	3.80	293.00
200604170200	0.45	3.60	281.00
200604170300	0.44	3.30	266.00
200604170400	0.51	3.30	259.00
200604170500	0.47	3.20	281.00
200604170600	0.51	3.10	276.00
200604170700	0.45	3.20	277.00
200604170800	0.43	3.30	283.00
200604170900	0.47	3.20	275.00
200604171000	0.53	3.00	272.00
200604171100	0.65	3.30	265.00
200604171200	0.69	3.40	269.00
200604171300	0.76	3.70	271.00
200604171400	0.84	3.80	262.00
200604171500	0.78	3.80	273.00
200604171600	0.90	3.90	285.00
200604171700	0.92	3.80	287.00
200604171800	1.01	3.80	289.00
200604171900	0.90	4.00	292.00
200604172000	0.85	4.00	291.00
200604172100	0.92	3.90	285.00
200604172200	0.85	4.20	298.00
200604172300	0.89	4.20	287.00
200604180000	0.87	4.20	277.00
200604180100	0.82	4.40	287.00
200604180200	0.87	4.50	287.00
200604180300	0.85	4.40	292.00
200604180400	0.86	4.40	300.00
200604180500	0.93	4.30	301.00
200604180600	0.91	4.30	301.00
200604180700	0.91	4.10	295.00
200604180800	0.79	4.10	296.00
200604180900	0.79	4.20	296.00
200604181000	0.81	4.30	303.00
200604181100	0.83	3.90	292.00
200604181200	0.84	3.80	283.00
200604181300	0.84	4.10	284.00
200604181400	0.84	4.20	280.00
200604181500	0.85	4.20	286.00
200604181600	0.87	4.20	288.00
200604181700	0.91	4.50	306.00
200604181800	1.02	4.50	312.00
200604181900	1.05	4.60	307.00
200604182000	1.04	4.80	305.00
200604182100	0.92	4.90	307.00
200604182200	0.86	4.80	310.00
200604182300	0.92	4.80	314.00
200604190000	0.86	4.90	319.00
200604190100	0.74	4.90	315.00
200604190200	0.79	4.80	314.00
200604190300	0.86	4.60	286.00
200604190400	1.02	4.50	260.00
200604190500	1.11	4.50	255.00
200604190600	1.15	4.30	255.00
200604190700	1.08	4.40	278.00
200604190800	1.02	4.20	276.00
200604190900	0.99	4.10	263.00
200604191000	1.00	4.00	252.00
200604191100	1.04	3.70	243.00
200604191200	1.19	3.90	221.00
200604191300	1.31	4.30	216.00
200604191400	1.52	4.70	214.00
200604191500	1.60	4.80	218.00
200604191600	1.61	4.80	225.00
200604191700	1.51	4.50	232.00
200604191800	1.39	4.10	228.00
200604191900	1.49	4.19	226.00
200604192000	1.56	4.10	226.00
200604192100	1.37	4.00	223.00
200604192200	1.28	4.10	229.00
200604192300	1.26	4.10	232.00
200604200000	1.15	4.20	233.00
200604200100	1.08	4.60	232.00
200604200200	0.96	4.70	237.00
200604200300	0.89	4.60	233.00
200604200400	1.05	4.70	241.00
200604200500	1.00	4.50	244.00
200604200600	0.98	4.30	239.00
200604200700	0.97	4.20	253.00
200604200800	0.95	3.80	241.00
200604200900	0.86	3.80	239.00
200604201000	0.81	3.70	237.00
200604201100	0.78	3.60	237.00
200604201200	0.75	3.60	238.00
200604201300	0.82	3.70	217.00
200604201400	0.85	4.20	235.00
200604201500	0.81	4.20	236.00
200604201600	0.83	4.30	231.00
200604201700	0.79	4.20	247.00
200604201800	0.75	4.20	248.00
200604201900	0.68	4.00	264.00
200604202000	0.66	3.90	269.00
200604202100	0.60	3.70	251.00
200604202200	0.51	3.80	269.00
200604202300	0.50	3.80	271.00
200604210000	0.47	4.20	291.00
200604210100	0.48	4.50	297.00
200604210200	0.47	4.80	293.00
200604210300	0.44	4.80	296.00
200604210400	0.47	5.00	298.00
200604210500	0.50	5.20	305.00
200604210600	0.48	5.20	311.00
200604210700	0.53	4.70	302.00
200604210800	0.46	4.80	317.00
200604210900	0.51	4.80	319.00
200604211000	0.51	4.60	303.00
200604211100	0.49	4.70	317.00
200604211200	0.47	4.40	317.00
200604211300	0.45	4.70	323.00
200604211400	0.42	5.00	325.00
200604211500	0.46	5.40	329.00
200604211600	0.43	5.70	329.00
200604211700	0.41	5.50	335.00
200604211800	0.46	6.00	345.00
200604211900	0.44	5.80	345.00
200604212000	0.52	4.50	328.00
200604212100	0.50	3.70	349.00
200604212200	0.52	4.00	352.00
200604212300	0.62	3.70	344.00
200604220000	0.77	3.80	354.00
200604220100	0.94	3.90	357.00
200604220200	0.97	3.70	349.00
200604220300	1.05	3.80	348.00
200604220400	1.10	3.70	343.00
200604220500	1.19	4.00	346.00
200604220600	1.17	4.00	349.00
200604220700	1.08	3.90	345.00
200604220800	1.32	4.10	348.00
200604220900	1.40	4.40	352.00
200604221000	1.52	4.70	353.00
200604221100	1.17	4.60	356.00
200604221200	1.29	5.00	359.00
200604221300	1.35	4.90	2.00
200604221400	1.27	4.70	359.00
200604221500	1.19	4.50	355.00
200604221600	1.12	4.30	352.00
200604221700	1.07	4.00	351.00
200604221800	0.86	3.90	346.00
200604221900	0.95	4.30	358.00
200604222000	0.94	4.40	4.00
200604222100	0.85	4.40	6.00
200604222200	0.84	4.60	357.00
200604222300	0.70	4.70	355.00
200604230000	0.68	4.70	354.00
200604230100	0.66	4.80	359.00
200604230200	0.64	4.60	354.00
200604230300	0.59	4.40	356.00
200604230400	0.54	4.30	0.00
200604230500	0.48	4.00	358.00
200604230600	0.42	4.00	354.00
200604230700	0.40	3.80	342.00
200604230800	0.41	3.80	229.00
200604230900	0.44	3.40	232.00
200604231000	0.48	3.30	224.00
200604231100	0.51	3.10	231.00
200604231200	0.47	2.90	221.00
200604231300	0.49	3.00	221.00
200604231400	0.41	3.00	233.00
200604231500	0.37	3.20	241.00
200604231600	0.36	3.40	244.00
200604231700	0.35	3.60	265.00
200604231800	0.36	3.60	221.00
200604231900	0.35	4.10	236.00
200604232000	0.30	4.00	257.00
200604232100	0.39	4.00	298.00
200604232200	0.38	4.30	271.00
200604232300	0.35	3.90	260.00
200604240000	0.33	3.70	264.00
200604240100	0.30	3.80	291.00
200604240200	0.36	3.90	298.00
200604240300	0.37	3.50	323.00
200604240400	0.36	3.50	338.00
200604240500	0.33	3.30	348.00
200604240600	0.34	3.10	353.00
200604240700	0.39	3.10	349.00
200604240800	0.40	3.10	350.00
200604240900	0.47	3.50	341.00
200604241000	0.47	3.50	336.00
200604241100	0.52	3.90	327.00
200604241200	0.51	4.10	338.00
200604241300	0.49	4.20	343.00
200604241400	0.50	4.30	343.00
200604241500	0.52	4.40	343.00
200604241600	0.51	4.20	347.00
200604241700	0.49	4.00	350.00
200604241800	0.50	3.70	351.00
200604241900	0.53	4.00	353.00
200604242000	0.44	3.80	345.00
200604242100	0.43	3.60	348.00
200604242200	0.43	3.50	350.00
200604242300	0.44	3.60	354.00
200604250000	0.50	3.80	348.00
200604250100	0.50	4.30	360.00
200604250200	0.46	4.60	4.00
200604250300	0.45	4.40	357.00
200604250400	0.41	4.50	351.00
200604250500	0.37	4.20	356.00
200604250600	0.40	4.50	358.00
200604250700	0.38	4.10	332.00
200604250800	0.34	4.60	336.00
200604250900	0.39	4.90	321.00
200604251000	0.37	5.00	331.00
200604251100	0.37	4.30	320.00
200604251200	0.37	4.60	336.00
200604251300	0.33	4.30	331.00
200604251400	0.32	3.70	289.00
200604251500	0.41	2.90	261.00
200604251600	0.53	2.80	220.00
200604251700	0.57	3.00	214.00
200604251800	0.59	3.20	224.00
200604251900	0.64	3.30	219.00
200604252000	0.69	3.60	219.00
200604252100	0.62	3.70	220.00
200604252200	0.78	4.00	215.00
200604252300	0.73	3.90	220.00
200604260000	0.75	3.90	225.00
200604260100	0.73	3.70	227.00
200604260200	0.78	3.50	226.00
200604260300	0.74	3.60	218.00
200604260400	0.71	3.70	223.00
200604260500	0.62	3.80	219.00
200604260600	0.61	3.70	222.00
200604260700	0.60	3.80	218.00
200604260800	0.54	3.90	220.00
200604260900	0.56	4.00	225.00
200604261000	0.48	3.70	230.00
200604261100	0.52	3.70	233.00
200604261200	0.50	3.70	234.00
200604261300	0.49	3.60	250.00
200604261400	0.49	3.50	248.00
200604261500	0.48	3.30	238.00
200604261600	0.49	3.50	236.00
200604261700	0.42	3.50	235.00
200604261800	0.41	3.60	239.00
200604261900	0.41	3.90	250.00
200604262000	0.40	4.30	272.00
200604262100	0.38	4.10	261.00
200604262200	0.33	4.10	252.00
200604262300	0.34	4.00	257.00
200604270000	0.34	3.90	260.00
200604270100	0.38	4.20	271.00
200604270200	0.41	4.40	277.00
200604270300	0.34	3.80	292.00
200604270400	0.34	3.80	229.00
200604270500	0.30	3.50	310.00
200604270600	0.28	3.70	314.00
200604270700	0.26	3.70	320.00
200604270800	0.30	3.70	302.00
200604270900	0.31	4.10	295.00
200604271000	0.30	4.20	272.00
200604271100	0.37	4.70	271.00
200604271200	0.32	4.40	308.00
200604271300	0.31	4.30	294.00
200604271400	0.30	4.50	313.00
200604271500	0.37	4.40	317.00
200604271600	0.32	4.40	294.00
200604271700	0.30	4.20	312.00
200604271800	0.27	4.10	321.00
200604271900	0.29	4.20	354.00
200604272000	0.29	3.70	323.00
200604272100	0.41	3.00	346.00
200604272200	0.46	2.80	346.00
200604272300	0.52	2.80	355.00
200604280000	0.59	3.10	4.00
200604280100	0.59	3.40	9.00
200604280200	0.64	3.40	2.00
200604280300	0.55	3.50	9.00
200604280400	0.47	3.60	349.00
200604280500	0.46	3.90	325.00
200604280600	0.40	3.70	335.00
200604280700	0.42	3.50	328.00
200604280800	0.45	3.20	319.00
200604280900	0.50	3.10	313.00
200604281000	0.53	3.20	302.00
200604281100	0.49	3.10	306.00
200604281200	0.66	3.00	322.00
200604281300	0.91	3.40	323.00
200604281400	1.20	3.70	325.00
200604281500	1.25	3.90	326.00
200604281600	1.63	4.60	337.00
200604281700	1.90	5.10	333.00
200604281800	1.97	5.30	343.00
200604281900	1.93	5.10	340.00
200604282000	1.95	5.00	338.00
200604282100	2.15	5.10	337.00
200604282200	2.09	4.80	336.00
200604282300	2.12	4.90	337.00
200604290000	1.97	4.80	340.00
200604290100	1.94	4.90	342.00
200604290200	2.01	4.93	338.00
200604290300	2.05	5.10	335.00
200604290400	2.09	5.30	342.00
200604290500	2.04	5.60	337.00
200604290600	1.82	5.50	344.00
200604290700	1.81	5.40	351.00
200604290800	1.87	5.30	347.00
200604290900	1.68	4.80	346.00
200604291000	1.51	4.40	339.00
200604291100	1.65	4.60	346.00
200604291200	1.78	4.90	347.00
200604291300	1.67	4.90	348.00
200604291400	1.68	4.80	349.00
200604291500	1.77	5.00	350.00
200604291600	1.73	5.00	351.00
200604291700	1.64	5.20	349.00
200604291800	1.53	5.20	342.00
200604291900	1.47	5.10	342.00
200604292000	1.38	4.90	348.00
200604292100	1.34	4.90	344.00
200604292200	1.30	4.50	339.00
200604292300	1.25	4.60	338.00
200604300000	1.32	4.80	341.00
200604300100	1.38	4.50	336.00
200604300200	1.32	4.60	336.00
200604300300	1.28	4.80	342.00
200604300400	1.30	5.10	338.00
200604300500	1.20	5.40	344.00
200604300600	1.13	5.30	334.00
200604300700	1.05	5.10	334.00
200604300800	1.08	5.30	340.00
200604300900	0.95	5.10	336.00
200604301000	0.91	4.80	335.00
200604301100	0.94	5.00	341.00
200604301200	0.79	4.60	329.00
200604301300	0.90	5.00	336.00
200604301400	0.84	4.90	340.00
200604301500	0.83	4.90	339.00
200604301600	0.90	5.20	342.00
200604301700	0.89	5.20	343.00
200604301800	0.95	5.50	337.00
200604301900	0.88	5.50	332.00
200604302000	0.90	5.60	337.00
200604302100	0.87	5.40	338.00
200604302200	0.83	5.10	343.00
200604302300	0.74	5.00	338.00
200605010000	0.75	4.90	338.00
200605010100	0.70	5.00	345.00
200605010200	0.66	4.80	344.00
200605010300	0.62	3.70	12.00
200605010400	0.78	3.50	124.00
200605010500	0.93	3.50	157.00
200605010600	1.00	3.40	171.00
200605010700	0.91	3.30	170.00
200605010800	0.92	3.30	175.00
200605010900	1.03	3.40	174.00
200605011000	1.27	3.70	177.00
200605011100	1.31	3.90	174.00
200605011200	1.33	4.20	181.00
200605011300	1.61	4.70	184.00
200605011400	1.54	4.53	191.00
200605011500	1.69	4.70	202.00
200605011600	1.57	4.50	203.00
200605011700	1.82	4.68	209.00
200605011800	1.74	4.40	220.00
200605011900	1.40	4.30	221.00
200605012000	1.67	4.50	221.00
200605012100	1.65	4.40	221.00
200605012200	1.43	4.30	224.00
200605012300	1.40	4.70	222.00
200605020000	1.19	4.90	220.00
200605020100	1.00	4.70	228.00
200605020200	0.93	4.70	225.00
200605020300	0.75	4.40	225.00
200605020400	0.76	4.50	225.00
200605020500	0.77	4.30	227.00
200605020600	0.68	3.90	229.00
200605020700	0.71	3.70	227.00
200605020800	0.64	3.70	227.00
200605020900	0.57	3.70	226.00
200605021000	0.55	3.80	232.00
200605021100	0.56	3.50	232.00
200605021200	0.55	3.60	226.00
200605021300	0.50	3.70	225.00
200605021400	0.51	3.70	223.00
200605021500	0.47	3.70	224.00
200605021600	0.43	3.70	231.00
200605021700	0.43	3.70	236.00
200605021800	0.37	3.50	242.00
200605021900	0.34	3.40	244.00
200605022000	0.35	3.50	237.00
200605022100	0.32	3.50	228.00
200605022200	0.27	3.60	218.00
200605022300	0.30	3.80	230.00
200605030000	0.26	3.70	236.00
200605030100	0.29	3.40	203.00
200605030200	0.30	3.10	198.00
200605030300	0.33	2.90	159.00
200605030400	0.39	2.70	144.00
200605030500	0.49	2.80	146.00
200605030600	0.45	2.90	150.00
200605030700	0.41	3.10	129.00
200605030800	0.33	3.00	148.00
200605030900	0.34	3.00	153.00
200605031000	0.34	3.10	238.00
200605031100	0.32	3.20	267.00
200605031200	0.26	3.20	265.00
200605031300	0.28	3.50	273.00
200605031400	0.24	3.70	268.00
200605031500	0.26	3.70	287.00
